State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Households_with_Internet,Households_with_Computer,Households_with_Car_Jeep_Van,Male_Workers,Female_Workers,Hindus,Muslims,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,sex_ration,lieracy_rate,sex_ratio
Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,188,4440895,2277777,2163118,2700328,14597,65360,30258,1016876,334753,4009037,403847,746381,605248,3089266,255660,454931,82965,558073,95.0,61.0,95.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,28,454768,217070,237698,358091,2521,7525,6665,118724,123207,449412,3711,126153,115778,212837,147103,8824,3347,82657,110.0,79.0,110.0
Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,168,1104285,593537,510748,653299,1196,11037,3791,308527,135128,1010014,91269,290375,153280,660630,130314,181449,19876,112016,86.0,59.0,86.0
Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,155,4092845,2191442,1901403,2221601,3845,32065,12396,1091952,226994,3508131,556219,969871,349075,2773899,596813,406830,59649,255654,87.0,54.0,87.0
Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,165,1689974,906092,783882,1075196,2217,18615,7009,470969,149795,1509708,171581,420266,200498,1069210,196613,243035,26109,155007,87.0,64.0,87.0
Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,194,4494204,2220465,2273739,2731677,8002,52398,22876,934157,503218,3981502,483750,896547,540828,3056829,540762,436792,88404,371417,102.0,61.0,102.0
Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,166,1998603,1057436,941167,1304513,8517,40774,18860,565357,249557,1823930,147842,560041,254873,1183689,228881,248072,48648,289313,89.0,65.0,89.0
Uttar Pradesh,Jyotiba Phule Nagar,28.870498984771597,78.39009365482241,137,1840221,963449,876772,983110,2825,18303,7361,459037,140052,1075440,750368,453567,145522,1241132,217672,131877,31600,217940,91.0,53.0,91.0
Uttar Pradesh,Kannauj,26.993988617886185,79.64437940379408,160,1656616,881776,774840,1017087,2488,18082,6011,430934,93742,1375788,273967,419027,105649,1131940,239350,129517,51330,104479,88.0,61.0,88.0
Uttar Pradesh,Kanpur Dehat,26.43047641196011,79.98710083056478,163,1796184,963255,832929,1170243,2682,25354,12752,493991,134873,1612968,176327,448651,180213,1167320,224986,234069,20783,149026,86.0,65.0,86.0
Uttar Pradesh,Kaushambi,25.53587532051282,81.41811282051287,174,1599596,838485,761111,813424,1503,15029,4403,402644,236442,1372381,220423,415312,223774,960510,141102,321410,30491,146083,91.0,51.0,91.0
Uttar Pradesh,Kushinagar,26.892530675909864,83.92261542461007,189,3564544,1818055,1746489,1954820,3486,35931,12849,804857,312116,2928462,620244,523258,593715,2447571,265686,528388,57049,265850,96.0,55.0,96.0
Uttar Pradesh,Lalitpur,24.58877161016945,78.60082330508473,167,1221592,641011,580581,641191,1079,9906,5511,326783,176568,1163804,33724,357033,146318,718241,267580,131354,14882,89535,91.0,52.0,91.0
Uttar Pradesh,Lucknow,26.838233589251463,80.89706026871404,157,4589838,2394476,2195362,3127260,68506,152257,90205,1226399,316407,3537787,985070,1152285,390521,3047032,175578,203029,99863,1064336,92.0,68.0,92.0
Uttar Pradesh,Mahoba,25.34529670138888,79.67863003472216,169,875958,466358,409600,488106,1316,11298,5755,237153,112523,815142,57454,238712,110964,526282,114244,130422,13523,91487,88.0,56.0,88.0
Uttar Pradesh,Mainpuri,27.17386862302482,79.03501851015807,148,1868529,993377,875152,1203885,2642,24451,7361,466067,94773,1746649,100723,424782,136058,1307689,270888,137174,24784,127994,88.0,64.0,88.0
Uttar Pradesh,Mathura,27.59390432801821,77.62153416856502,145,2547184,1367125,1180059,1507746,8726,37596,16580,635142,205797,2310776,216933,594799,246140,1706245,235886,179248,44453,381352,86.0,59.0,86.0
Uttar Pradesh,Mau,26.01082203791469,83.50582654028433,192,2205968,1114709,1091259,1363044,2656,26716,7411,475413,221334,1769937,428555,396438,300309,1509221,145225,212343,118614,220565,98.0,62.0,98.0
Uttar Pradesh,Meerut,29.02957625698323,77.80611005586593,138,3443689,1825743,1617946,2141488,23717,69473,42392,898810,191729,2183255,1185643,890810,199729,2353150,196068,153995,63096,677380,89.0,62.0,89.0
Uttar Pradesh,Mirzapur,25.10207959183675,82.60126628571429,199,2496970,1312302,1184668,1428683,4447,24518,10205,613061,268935,2292534,195765,537091,344905,1614974,178132,334372,80246,289246,90.0,57.0,90.0
Uttar Pradesh,Moradabad,28.851770406189537,78.73580193423597,135,4772006,2503186,2268820,2263848,11690,61846,19316,1193439,224372,2488265,2248392,1104968,312843,3354195,368638,338384,88733,622056,91.0,47.0,91.0
Uttar Pradesh,Muzaffarnagar,29.470507977736563,77.64017847866423,133,4143512,2193434,1950078,2417339,10077,56149,32866,1081569,210075,2382914,1711453,1085491,206153,2851868,336049,323641,45952,586002,89.0,58.0,89.0
Uttar Pradesh,Pilibhit,28.52024175035868,79.90103974175037,151,2031007,1072002,959005,1061095,2870,18097,7560,534939,83666,1449007,489686,463415,155190,1412402,216476,224192,22782,155155,89.0,52.0,89.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,131,867848,437744,430104,401515,716,5961,2803,251691,229603,827293,25597,327445,153849,386554,306419,96815,5516,72544,98.0,46.0,98.0
Uttar Pradesh,Pratapgarh,25.864842731707316,81.93530048780492,173,3209141,1606085,1603056,1931559,5149,34400,15781,704569,362032,2731351,452394,553013,513588,2142540,305746,386563,68642,305650,100.0,60.0,100.0
Uttar Pradesh,Rae Bareli,26.253902840059787,81.22260463378181,158,3405559,1752542,1653017,1965843,5184,34788,13483,867393,337317,2975998,413243,644869,559841,2200849,316891,507882,60774,319163,94.0,58.0,94.0
Uttar Pradesh,Rampur,28.83244727272725,79.10977333333337,136,2335819,1223889,1111930,1043666,3847,25960,14386,609693,127568,1073890,1181337,564266,172995,1598558,214187,230238,54238,238598,91.0,45.0,91.0
Uttar Pradesh,Saharanpur,30.03381165217392,77.59905147826095,132,3466382,1834106,1632276,2077108,9699,38816,21310,911136,126208,1966892,1454052,882701,154643,2429038,221567,273050,34032,508695,89.0,60.0,89.0
Uttar Pradesh,Sant Kabir Nagar,26.791596516393444,83.0387764344262,186,1715183,869656,845527,954949,2031,19729,6778,383482,155987,1300586,404410,265453,274016,1175714,149604,241825,28884,119156,97.0,56.0,97.0
Uttar Pradesh,Shahjahanpur,27.991389350649328,79.8302275324675,152,3006538,1606403,1400135,1490930,3889,27533,9927,783313,108901,2412595,527581,699503,192711,2114324,344973,275192,31141,240908,87.0,50.0,87.0
Uttar Pradesh,Sitapur,27.501995963091108,80.85288881199547,154,4483992,2375264,2108728,2283733,3874,34609,11679,1171252,251350,3555450,893725,1023642,398960,3061390,571097,473554,70971,306980,89.0,51.0,89.0
Uttar Pradesh,Sonbhadra,24.46693268858798,83.06816324951639,200,1862559,971344,891215,985708,5149,25220,10279,463611,266788,1738769,103567,397196,333203,1132160,141007,371261,29417,188714,92.0,53.0,92.0
Uttar Pradesh,Sultanpur,26.2846386419753,82.05710456790123,179,3797117,1914586,1882531,2239902,5956,44008,18382,869838,372794,3119590,650261,690967,551665,2554485,338890,501634,85785,316323,98.0,59.0,98.0
Uttar Pradesh,Unnao,26.63163990895297,80.636773292868,156,3108367,1630087,1478280,1773584,3476,28719,10191,851014,273730,2732016,363453,761831,362913,1983623,450123,332663,49243,292715,91.0,57.0,91.0
Uttar Pradesh,Varanasi,25.36057088888889,82.82529666666672,197,3676841,1921857,1754984,2403903,19214,57583,24216,921234,299474,3107681,546987,920761,299947,2456133,197952,182146,168764,671846,91.0,65.0,91.0
Uttaranchal,Almora,29.683532133676103,79.50165064267351,64,622506,291081,331425,436497,1830,9858,3396,142460,155751,611250,7752,201078,97133,324295,207617,10274,4312,76008,114.0,70.0,114.0
Uttaranchal,Bageshwar,29.98703393393397,79.83954354354357,63,259898,124326,135572,179483,435,3595,1149,58708,64930,257509,1440,78085,45553,136260,85125,8985,2991,26537,109.0,69.0,109.0
Uttaranchal,Chamoli,30.58338611464965,79.56281095541402,57,391605,193991,197614,280556,899,5582,2516,93832,87108,385818,4395,115115,65825,210665,121157,3845,5384,50554,102.0,72.0,102.0
Uttaranchal,Champawat,29.29142393939393,80.07720212121217,65,259648,131125,128523,177726,548,3159,1387,60427,39139,249563,8693,62698,36868,160082,59993,4032,1570,33971,98.0,68.0,98.0
Uttaranchal,Pithoragarh,30.14720631868129,80.34229230769236,62,483439,239306,244133,345550,1344,7932,3008,113539,102951,475105,6015,145481,71009,266949,137332,5432,6055,67671,102.0,71.0,102.0
Uttaranchal,Tehri Garhwal,30.463700918635173,78.48783792650917,59,618931,297986,320945,407994,1366,7831,4324,140821,139621,609835,7374,165912,114530,338489,187121,8129,4021,81171,108.0,66.0,108.0
Uttaranchal,Udham Singh Nagar,29.02779577677222,79.45629004524895,67,1648902,858783,790119,1037839,7883,28053,16841,444578,146880,1104452,372267,450762,140696,1057444,122686,165250,26396,277126,92.0,63.0,92.0
Uttaranchal,Uttarkashi,30.968958552036234,78.56880615384617,56,330086,168597,161489,215126,602,4104,1637,84265,73011,324859,3554,128367,28909,172810,117264,4387,3122,32503,96.0,65.0,96.0
West Bengal,Bankura,23.081280892857155,87.12640053571437,339,3596674,1838095,1758579,2232992,4273,34128,7898,1050822,415398,3033581,290450,916393,549827,2130454,309723,647374,61386,447737,96.0,62.0,96.0
West Bengal,Barddhaman,23.444453888888884,87.8150581111111,335,7717563,3966889,3750674,5247208,32323,141387,46714,2293083,618168,6008472,1599764,2166742,744509,4806312,342166,973182,124558,1471345,95.0,68.0,95.0
West Bengal,Birbhum,24.06389342723,87.65153089201888,334,3502404,1790920,1711484,2158447,5210,39636,7305,1029770,301833,2181515,1298054,912844,418759,2170801,227254,611510,65062,427777,96.0,62.0,96.0
West Bengal,Dakshin Dinajpur,25.342094363021435,88.69821679819614,331,1676276,857199,819077,1083685,2518,24318,6211,499560,203427,1232850,412788,526470,176517,973289,193276,279932,32290,197489,96.0,65.0,96.0
West Bengal,Darjiling,26.839619571045585,88.33145067024122,327,1846823,937259,909564,1315585,10943,38065,15192,479586,204140,1366681,105086,532855,150871,1163097,76178,66041,16579,524928,97.0,71.0,97.0
West Bengal,Haora,22.401674174428507,87.99421176968654,341,4850029,2500819,2349210,3605206,30751,99261,22295,1498170,321675,3535844,1270641,1496267,323578,3030184,80575,181662,297774,1259834,94.0,74.0,94.0
West Bengal,Hugli,22.87929264705881,88.00010264705891,338,5519145,2814653,2704492,4078388,31725,118459,24013,1713608,439262,4574569,870204,1714645,438225,3366275,259680,583380,111828,1197982,96.0,74.0,96.0
West Bengal,Jalpaiguri,26.62642031250004,89.04154375000003,328,3872846,1983064,1889782,2498780,9322,48818,16431,1091361,421549,3156781,445817,1153765,359145,2359936,214932,349672,30090,918216,95.0,65.0,95.0
West Bengal,Kolkata,22.550581481481483,88.3527648148148,342,4496694,2356766,2139928,3588137,136618,252644,85605,1412466,383274,3440290,926414,1576419,219321,2700954,16039,12388,68438,1698875,91.0,80.0,91.0
West Bengal,Maldah,25.08026802575105,88.17191684549356,332,3988845,2051541,1937304,2086432,5357,63525,9639,1086461,451386,1914352,2045151,1050995,486852,2450998,255182,545759,196687,540219,94.0,52.0,94.0
West Bengal,Murshidabad,24.25950655391121,88.16816860465121,333,7103807,3627564,3476243,4055834,7951,79729,14050,1985667,604240,2359061,4707573,2022083,567824,4513900,381076,842294,466007,900530,96.0,57.0,96.0
West Bengal,Nadia,23.56410971055088,88.58293034547152,336,5167600,2653768,2513832,3480555,12787,77210,18658,1554090,288517,3728482,1382682,1595880,246727,3324993,308742,556134,169138,808593,95.0,67.0,95.0
West Bengal,Puruliya,23.254192328767108,86.3968532876713,340,2930115,1496996,1433119,1624905,3551,32862,6602,801254,448388,2373120,227249,613398,636244,1680473,268800,492205,87560,401077,96.0,55.0,96.0
West Bengal,Uttar Dinajpur,26.044619165196977,88.23595232216337,330,3007134,1551066,1456068,1489667,2883,31210,8150,799627,275999,1482943,1501170,824342,251284,1931508,257377,442328,37978,337943,94.0,50.0,94.0
